大学英文名称,学位,专业英文名称,所属院系,招生网址,专业网址,申请费减免,判断状态,有效回答数,总回答数,Response 1 分类,Response 2 分类,Response 3 分类
Yale University,Ph.D,Applied Mathematics,艺术与科学研究生院,https://gsas.yale.edu/programs-of-study/applied-mathematics,https://applied.math.yale.edu/graduate-program-0,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Yale University,PH.D.,Mathematics,艺术与科学研究生院,https://gsas.yale.edu/programs-of-study/mathematics,https://math.yale.edu/graduate-programs,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
University of Pennsylvania,MA,Applied Math and Computational Science,文理学院,https://amcs.upenn.edu/admission/,https://amcs.upenn.edu/masters-program/,applicable,只有一个有效回答,1,1,invalid,applicable,invalid
University of Pennsylvania,PHD,Applied Math and Computational Science,文理学院,https://amcs.upenn.edu/admission/,https://amcs.upenn.edu/phd-program/,applicable,只有一个有效回答,1,1,invalid,applicable,invalid
University of Pennsylvania,AM,Mathematics,文理学院,https://www.math.upenn.edu/graduate/admissions/how-apply,https://www.math.upenn.edu/graduate/program-description,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
University of Pennsylvania,M.Phil,Mathematics,文理学院,https://www.math.upenn.edu/graduate/admissions/how-apply,https://www.math.upenn.edu/graduate/program-description,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
University of Pennsylvania,phd+ms,Mathematics,文理学院,https://www.math.upenn.edu/graduate/admissions/how-apply,https://www.math.upenn.edu/graduate/csma,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
University of Pennsylvania,phd+ms,Mathematics,文理学院,https://www.math.upenn.edu/graduate/admissions/how-apply,https://www.math.upenn.edu/graduate/statma,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
University of Pennsylvania,PHD,Mathematics,文理学院,https://www.math.upenn.edu/graduate/admissions/how-apply,https://www.math.upenn.edu/graduate/program-description#phd,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Duke University,PHD,Mathematics,文理学院,https://gradschool.duke.edu/academics/programs-degrees/mathematics/,https://math.duke.edu/graduate,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
California Institute of Technology,PHD,Applied and Computational Mathematics,工程与应用科学学部,https://www.cms.caltech.edu/academics/grad,https://www.cms.caltech.edu/academics/grad/grad_acm,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
California Institute of Technology,PHD,Computing + Mathematical Sciences,工程与应用科学学部,https://www.cms.caltech.edu/academics/grad,https://www.cms.caltech.edu/academics/grad/grad_cms,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
California Institute of Technology,PHD,Mathematics,物理，数学和天文学系,https://www.pma.caltech.edu/admissions-and-financial-support,https://www.pma.caltech.edu/research-and-academics/mathematics/math-graduate-studies,applicable,所有2个有效回答一致,2,3,applicable,invalid,applicable
Brown University,PHD,Applied Mathematics,研究生院,https://graduateprograms.brown.edu/graduate-program/applied-mathematics-phd,https://appliedmath.brown.edu/graduate,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Brown University,PHD,Mathematics,研究生院,https://graduateprograms.brown.edu/graduate-program/mathematics-phd,https://www.brown.edu/academics/math/graduate,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Northwestern University,MS,MS in Engineering Sciences and Applied Mathematics,工程与应用科学学院,https://www.mccormick.northwestern.edu/applied-math/academics/graduate/masters/admissions.html,https://www.mccormick.northwestern.edu/applied-math/academics/graduate/masters/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Northwestern University,PhD,Engineering Sciences and Applied Mathematics,工程与应用科学学院,https://www.mccormick.northwestern.edu/applied-math/academics/graduate/phd/admissions.html,https://www.mccormick.northwestern.edu/applied-math/academics/graduate/phd/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Northwestern University,PhD,Mathematics,文理学院,https://www.math.northwestern.edu/graduate/application.html,https://www.math.northwestern.edu/graduate/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Johns Hopkins University,PHD,Mathematics,艺术与科学学院,https://mathematics.jhu.edu/graduate/admissions/,https://mathematics.jhu.edu/graduate/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Johns Hopkins University,MSE,Applied Mathematics and Statistics,工程学院,https://engineering.jhu.edu/ams/academics/graduate-studies/graduate-admissions-process-and-criteria/,https://engineering.jhu.edu/ams/academics/graduate-studies/ms-in-applied-mathematics-and-statistics/,applicable,所有2个有效回答一致,2,2,invalid,applicable,applicable
Johns Hopkins University,MSE,Applied Mathematics and Statistics,工程学院,https://engineering.jhu.edu/ams/academics/graduate-studies/graduate-admissions-process-and-criteria/,https://engineering.jhu.edu/ams/academics/graduate-studies/ms-in-applied-mathematics-and-statistics/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Johns Hopkins University,PHD,Applied Mathematics and Statistics,工程学院,https://engineering.jhu.edu/ams/academics/graduate-studies/graduate-admissions-process-and-criteria/,https://engineering.jhu.edu/ams/academics/graduate-studies/doctoral-program/,applicable,所有2个有效回答一致,2,3,applicable,invalid,applicable
Johns Hopkins University,PHD,Applied Mathematics and Statistics,工程学院,https://engineering.jhu.edu/ams/academics/graduate-studies/graduate-admissions-process-and-criteria/,https://engineering.jhu.edu/ams/academics/graduate-studies/doctoral-program/,applicable,所有2个有效回答一致,2,2,applicable,invalid,applicable
Columbia University,MS,Applied Mathematics,工程与应用科学研究生学院,https://www.gradengineering.columbia.edu/graduate-admissions/application-requirements,https://www.apam.columbia.edu/applied-mathematics-graduate-programs,applicable,所有2个有效回答一致,2,3,applicable,applicable,invalid
Columbia University,MS,Applied Mathematics,工程与应用科学研究生学院,https://www.gradengineering.columbia.edu/graduate-admissions/application-requirements,https://www.apam.columbia.edu/applied-mathematics-graduate-programs,applicable,所有2个有效回答一致,2,3,applicable,invalid,applicable
Columbia University,MS/PHD,Applied Mathematics,工程与应用科学研究生学院,https://www.gradengineering.columbia.edu/graduate-admissions/application-requirements,https://www.apam.columbia.edu/applied-mathematics-graduate-programs,applicable,所有2个有效回答一致,2,3,applicable,invalid,applicable
Columbia University,PhD,Applied Mathematics,工程与应用科学研究生学院,https://www.gradengineering.columbia.edu/graduate-admissions/application-requirements,https://www.apam.columbia.edu/applied-mathematics-graduate-programs,applicable,所有2个有效回答一致,2,3,applicable,applicable,invalid
Columbia University,PhD,Mathematics,艺术与科学研究生院,https://www.gsas.columbia.edu/content/mathematics,https://www.math.columbia.edu/programs-math/graduate-program/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Columbia University,MA,Mathematics with a Specialization in the Mathematics of Finance,艺术与科学研究生院,https://www.gsas.columbia.edu/content/mathematics-specialization-mathematics-finance,https://www.math.columbia.edu/mafn/,applicable,只有一个有效回答,1,2,applicable,invalid,invalid
Cornell University,Ph.D.,Applied Mathematics (Ph.D.) ,应用数学中心,https://gradschool.cornell.edu/academics/fields-of-study/subject/applied-mathematics/applied-mathematics-phd-ithaca/,https://www.cam.cornell.edu/cam/academics/phd-program,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Cornell University,Ph.D.,Mathematics (Ph.D.) ,文理学院,https://gradschool.cornell.edu/academics/fields-of-study/subject/mathematics/mathematics-phd-ithaca/,https://math.cornell.edu/phd,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
University of Chicago,MS,Computational and Applied Mathematics,物理科学部,https://voices.uchicago.edu/cammasters/prospectivestudents/,https://voices.uchicago.edu/cammasters/,applicable,所有2个有效回答一致,2,2,applicable,invalid,applicable
University of Chicago,Ph.D,Computational and Applied Mathematics,物理科学部,https://cam.uchicago.edu/academics/how-to-apply/,https://cam.uchicago.edu/academics/graduate-programs/phd-program/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
University of Chicago,Joint  PhD,Ph. D. in Mathematics and Computer Science,物理科学部,https://cs.uchicago.edu/academics/phd/joint-math-cs-phd/,https://cs.uchicago.edu/academics/phd/joint-math-cs-phd/,applicable,所有2个有效回答一致,2,3,invalid,applicable,applicable
University of Chicago,Ph.D,Mathematics,物理科学部,https://mathematics.uchicago.edu/graduate/mathematics-phd-program/how-to-apply/,https://mathematics.uchicago.edu/graduate/mathematics-phd-program/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
University of Chicago,MS-PSD,Mathematics,物理科学部,https://mspsd.uchicago.edu/application-information/,https://mspsd.uchicago.edu/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"University of California, Berkeley",Ph.D.,Applied Mathematics,数学系,https://grad.berkeley.edu/program/applied-mathematics/,https://math.berkeley.edu/graduate/phd-program,applicable,所有2个有效回答一致,2,3,applicable,applicable,invalid
"University of California, Berkeley",Ph.D,Mathematics,数学系,https://grad.berkeley.edu/program/mathematics/,https://math.berkeley.edu/graduate/phd-program,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"University of California, Berkeley",Ph.D.,Applied Science & Technology,应用科学与技术项目,https://grad.berkeley.edu/program/applied-science-tech/,https://ast.berkeley.edu/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"University of California, Berkeley",Ph.D.,Logic & the Methodology of Science,逻辑与科学方法论小组,https://grad.berkeley.edu/program/logic-the-methodology-of-science/,https://logic.berkeley.edu/,applicable,所有2个有效回答一致,2,3,applicable,applicable,invalid
"University of California, Los Angeles",PHD,Mathematics,物理科学学院,https://grad.ucla.edu/programs/physical-sciences/mathematics/,https://ww3.math.ucla.edu/overview-2/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"University of California, Los Angeles",MA,Mathematics,物理科学学院,https://grad.ucla.edu/programs/physical-sciences/mathematics/,https://ww3.math.ucla.edu/overview-2/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Rice University,Ph.D.,Computational and Applied Mathematics,工程学院,https://cmor.rice.edu/academics/graduate-programs/graduate-admissions,https://cmor.rice.edu/academics/graduate-programs/phd-program,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Rice University,M.C.A.A.M.,The Professional Master's of Computational and Applied Mathematics,工程学院,https://cmor.rice.edu/academics/graduate-programs/graduate-admissions,https://cmor.rice.edu/academics/graduate-programs/professional-masters-programs,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Rice University,PHD,Mathematics,自然科学学院,https://math.rice.edu/application-procedure,https://math.rice.edu/graduate-program,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Dartmouth College,PHD,Mathematics,研究生院,https://math.dartmouth.edu/graduate-students/appl-info/,https://math.dartmouth.edu/graduate-students/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Vanderbilt University,MA,Mathematics,文理学院,https://as.vanderbilt.edu/math/graduate/info_for_prospective_students/,https://as.vanderbilt.edu/math/graduate/about/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Vanderbilt University,PHD,Mathematics,文理学院,https://as.vanderbilt.edu/math/graduate/info_for_prospective_students/,https://as.vanderbilt.edu/math/graduate/about/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
University of Notre Dame,M.S.,Applied and Computational Mathematics ,理学院,https://graduateschool.nd.edu/degree-programs/applied-and-computational-mathematics-and-statistics-ms---masters-professional/,https://acms.nd.edu/graduate/professional-masters-programs/,applicable,只有一个有效回答,1,3,applicable,invalid,invalid
University of Notre Dame,M.S.,Applied and Computational Mathematics ,理学院,https://graduateschool.nd.edu/degree-programs/applied-and-computational-mathematics-and-statistics-ms---masters-professional/,https://acms.nd.edu/graduate/professional-masters-programs/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
University of Notre Dame,Ph.D.,Applied and Computational Mathematics and Statistics,理学院,https://graduateschool.nd.edu/degree-programs/applied-and-computational-mathematics-and-statistics-phd---doctoral/,https://acms.nd.edu/graduate/phd-programs/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
University of Notre Dame,Ph.D.,Mathematics,理学院,https://graduateschool.nd.edu/degree-programs/mathematics-phd---doctoral/,https://math.nd.edu/graduate/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"University of Michigan, Ann Arbor",Ph.D,Applied and Interdisciplinary Mathematics,文化、科学与艺术学院,https://lsa.umich.edu/math/graduates/Admissions/applying.html,https://lsa.umich.edu/math/graduates/GraduateStudentHandbook/applied-and-interdisciplinary-mathematics--aim-.html,applicable,所有2个有效回答一致,2,3,applicable,applicable,invalid
"University of Michigan, Ann Arbor",Ph.D,Mathematics,文化、科学与艺术学院,https://lsa.umich.edu/math/graduates/Admissions/applying.html,https://lsa.umich.edu/math/graduates/GraduateStudentHandbook/ph-d-programs1.html,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"University of Michigan, Ann Arbor",MS,Applied and Interdisciplinary Mathematics,文化、科学与艺术学院,https://lsa.umich.edu/math/graduates/Admissions/applying1.html,https://lsa.umich.edu/math/graduates/GraduateStudentHandbook/aim-masters.html,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"University of Michigan, Ann Arbor",MS,General Mathematics Master's Program,文化、科学与艺术学院,https://lsa.umich.edu/math/graduates/Admissions/applying1.html,https://lsa.umich.edu/math/graduates/GraduateStudentHandbook/mathematics-master-s-degree.html,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"University of Michigan, Ann Arbor",MS,Applied Mathematics Master's Program,文化、科学与艺术学院,https://lsa.umich.edu/math/graduates/Admissions/applying1.html,https://lsa.umich.edu/math/graduates/GraduateStudentHandbook/mathematics-master-s-degree.html,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"University of Michigan, Ann Arbor",MS,Actuarial Mathematics Master's Program,文化、科学与艺术学院,https://lsa.umich.edu/math/graduates/Admissions/applying1.html,https://lsa.umich.edu/math/graduates/GraduateStudentHandbook/mathematics-master-s-degree.html,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"University of North Carolina, Chapel Hill",Ph.D,Mathematics,文理学院,https://gradschool.sites.unc.edu/mathematics/,https://math.unc.edu/graduates/ph-d-requirements/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"University of North Carolina, Chapel Hill",MS,Mathematics,文理学院,https://gradschool.sites.unc.edu/mathematics/,https://math.unc.edu/graduates/masters-requirements/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"University of North Carolina, Chapel Hill",MA,Mathematics,文理学院,https://gradschool.sites.unc.edu/mathematics/,https://math.unc.edu/graduates/masters-requirements/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Georgetown University,PHD,PhD program in Applied Mathematics,文理研究生院,https://grad.georgetown.edu/mathematics-and-statistics/#admissions-requirements,https://mathstat.georgetown.edu/phd-program/,,所有回答无效,0,3,invalid,invalid,invalid
Georgetown University,M.S.,Mathematics & Statistics ,文理研究生院,https://grad.georgetown.edu/mathematics-and-statistics/,https://mathstat.georgetown.edu/graduate/,not applicable,只有一个有效回答,1,3,not_applicable,invalid,invalid
Georgetown University,M.S.,Mathematics & Statistics ,文理研究生院,https://grad.georgetown.edu/mathematics-and-statistics/,https://mathstat.georgetown.edu/graduate/,applicable,只有一个有效回答,1,3,applicable,invalid,invalid
Emory University,PhD,Mathematics,研究生院,https://math.emory.edu/graduate/admissions/,https://math.emory.edu/graduate/general-information/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Emory University,MS,Mathematics,研究生院,https://math.emory.edu/graduate/admissions/,https://math.emory.edu/graduate/general-information/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
University of Virginia,PHD,MATHEMATICS,文理研究生院,https://graduate.as.virginia.edu/requirements,https://math.virginia.edu/graduate/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Carnegie Mellon University,Ph.D.,Pure and Applied Logic,人文与社会科学学院,https://www.cmu.edu/dietrich/philosophy/graduate/graduate-application/index.html,https://www.cmu.edu/dietrich/philosophy/graduate/index.html,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Carnegie Mellon University,Ph.D.,"Doctor of Philosophy in Algorithms, Combinatorics, and Optimization (ACO)",科学学院,https://www.cmu.edu/math/grad/phd/admissions.html,https://www.cmu.edu/math/grad/phd/index.html,not applicable,Majority vote: 2/3,3,3,applicable,not_applicable,not_applicable
Carnegie Mellon University,Ph.D.,Doctor of Philosophy in Mathematical Sciences,科学学院,https://www.cmu.edu/math/grad/phd/admissions.html,https://www.cmu.edu/math/grad/phd/index.html,not applicable,Majority vote: 2/3,3,3,not_applicable,not_applicable,applicable
Carnegie Mellon University,DAM,Doctor of Arts in Mathematical Sciences,科学学院,https://www.cmu.edu/math/grad/phd/admissions.html,https://www.cmu.edu/math/grad/phd/index.html,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Washington University in St. Louis,MS,Systems Science & Mathematics,工程学院,https://engineering.wustl.edu/academics/graduate-admissions/application-checklist.html,https://ese.wustl.edu/academics/graduate-programs/masters-and-certificates/MS-in-Systems-Science-Mathematics.html,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Washington University in St. Louis,MS,Systems Science & Mathematics,工程学院,https://engineering.wustl.edu/academics/graduate-admissions/application-checklist.html,https://ese.wustl.edu/academics/graduate-programs/masters-and-certificates/MS-in-Systems-Science-Mathematics.html,applicable,所有2个有效回答一致,2,2,applicable,applicable,invalid
Washington University in St. Louis,PHD,Project Management,工程学院,https://engineering.wustl.edu/academics/graduate-admissions/application-checklist.html,https://ese.wustl.edu/academics/graduate-programs/doctoral/PhD-in-Systems-Science-Mathematics.html,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Washington University in St. Louis,DSc,Project Management,工程学院,https://engineering.wustl.edu/academics/graduate-admissions/application-checklist.html,https://ese.wustl.edu/academics/graduate-programs/doctoral/DSc-in-Systems-Science-Mathematics.html,applicable,所有2个有效回答一致,2,3,applicable,invalid,applicable
Washington University in St. Louis,PHD,Mathematics ,文理学院,https://math.wustl.edu/graduate-application-information,https://math.wustl.edu/graduate-degree-programs-requirements,,所有回答无效,0,3,invalid,invalid,invalid
Washington University in St. Louis,MA,Mathematics ,文理学院,https://math.wustl.edu/graduate-application-information,https://math.wustl.edu/graduate-degree-programs-requirements,,所有回答无效,0,3,invalid,invalid,invalid
University of Florida,MS,Mathematics,文理学院,https://math.ufl.edu/graduate-studies-in-mathematics/admission-to-the-mathematics-graduate-program/,https://math.ufl.edu/graduate-studies-in-mathematics/,not applicable,所有3个有效回答一致,3,3,not_applicable,not_applicable,not_applicable
University of Florida,PHD,Mathematics,文理学院,https://math.ufl.edu/graduate-studies-in-mathematics/admission-to-the-mathematics-graduate-program/,https://math.ufl.edu/graduate-studies-in-mathematics/,not applicable,所有3个有效回答一致,3,3,not_applicable,not_applicable,not_applicable
University of Florida,MS,Applied Mathematics,文理学院,https://math.ufl.edu/graduate-studies-in-mathematics/admission-to-the-mathematics-graduate-program/,https://math.ufl.edu/graduate-studies-in-mathematics/,not applicable,所有3个有效回答一致,3,3,not_applicable,not_applicable,not_applicable
"University of California, Davis",MS,Applied Mathematics,文学与科学学院,https://www.math.ucdavis.edu/grad/apply,https://appliedmath.ucdavis.edu/graduate,not applicable,所有3个有效回答一致,3,3,not_applicable,not_applicable,not_applicable
"University of California, Davis",PHD,Applied Mathematics,文学与科学学院,https://www.math.ucdavis.edu/grad/apply,https://appliedmath.ucdavis.edu/graduate,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"University of California, Davis",MA,Mathematics,文学与科学学院,https://www.math.ucdavis.edu/grad/apply,https://www.math.ucdavis.edu/grad/gpc,not applicable,所有3个有效回答一致,3,3,not_applicable,not_applicable,not_applicable
"University of California, Davis",PHD,Mathematics,文学与科学学院,https://www.math.ucdavis.edu/grad/apply,https://www.math.ucdavis.edu/grad/gpc,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"University of California, San Diego",Ph.D,"Computational Science, Mathematics and Engineering",物理科学部,https://csme.ucsd.edu/admission/index.html,https://csme.ucsd.edu/csme-phd/index.html,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"University of California, San Diego",Ph.D,Ph.D. in Mathematics with a Specialization in Computational Science,物理科学部,https://math.ucsd.edu/students/graduate/how-to-apply,https://math.ucsd.edu/students/graduate/phd-mathematics,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"University of California, San Diego",Ph.D,Pure Mathematics,物理科学部,https://math.ucsd.edu/students/graduate/how-to-apply,https://math.ucsd.edu/students/graduate/phd-mathematics,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"University of California, San Diego",Ph.D,Applied Mathematics,物理科学部,https://math.ucsd.edu/students/graduate/how-to-apply,https://math.ucsd.edu/students/graduate/phd-mathematics,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"University of California, San Diego",MA,M.A. in Applied Mathematics,物理科学部,https://math.ucsd.edu/students/graduate/how-to-apply,https://math.ucsd.edu/students/graduate/ma-applied-mathematics,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"University of California, San Diego",MA,M.A. in Pure Mathematics,物理科学部,https://math.ucsd.edu/students/graduate/how-to-apply,https://math.ucsd.edu/students/graduate/ma-pure-mathematics,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
University of Southern California,M.A.,Applied Mathematics,文理学院,https://dornsife.usc.edu/mathematics/admissions/,https://dornsife.usc.edu/mathematics/degree-requirements/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
University of Southern California,M.S.,Applied Mathematics,文理学院,https://dornsife.usc.edu/mathematics/admissions/,https://dornsife.usc.edu/mathematics/degree-requirements/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
University of Southern California,M.A.,Mathematics,文理学院,https://dornsife.usc.edu/mathematics/admissions/,https://dornsife.usc.edu/mathematics/degree-requirements/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
University of Southern California,M.A.,Applied Mathematics,文理学院,https://dornsife.usc.edu/mathematics/admissions/,https://dornsife.usc.edu/mathematics/degree-requirements/,applicable,所有2个有效回答一致,2,3,invalid,applicable,applicable
University of Southern California,M.S.,Applied Mathematics,文理学院,https://dornsife.usc.edu/mathematics/admissions/,https://dornsife.usc.edu/mathematics/degree-requirements/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
University of Southern California,M.A.,Mathematics,文理学院,https://dornsife.usc.edu/mathematics/admissions/,https://dornsife.usc.edu/mathematics/degree-requirements/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
University of Southern California,PhD,Applied Mathematics,文理学院,https://dornsife.usc.edu/mathematics/admissions/,https://dornsife.usc.edu/mathematics/degree-requirements/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
University of Southern California,PhD,Mathematics,文理学院,https://dornsife.usc.edu/mathematics/admissions/,https://dornsife.usc.edu/mathematics/degree-requirements/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"University of Texas, Austin",PHD,Mathematics,自然科学学院,https://www.ma.utexas.edu/academics/graduate/admissions,https://www.ma.utexas.edu/academics/graduate/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"University of Texas, Austin",MA,Mathematics- Actuarial program,自然科学学院,https://www.ma.utexas.edu/academics/graduate/admissions,https://www.ma.utexas.edu/academics/graduate/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"University of Texas, Austin",MSCSEM,"Computational Science, Engineering, and Mathematics",计算工程与科学研究所,https://www.oden.utexas.edu/academics/prospective-students/how-to-apply/,https://www.oden.utexas.edu/academics/masters-program/,applicable,只有一个有效回答,1,3,invalid,applicable,invalid
"University of Texas, Austin",Ph.D.,"Computational Science, Engineering, and Mathematics",计算工程与科学研究所,https://www.oden.utexas.edu/academics/prospective-students/how-to-apply/,https://www.oden.utexas.edu/academics/phd-program/,applicable,所有2个有效回答一致,2,3,applicable,applicable,invalid
"University of California, Irvine",MS,Mathematics M.S.,物理科学学院,https://www.math.uci.edu/admission,https://www.math.uci.edu/graduate,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"University of California, Irvine",Ph.D.,Mathematics Ph.D.,物理科学学院,https://www.math.uci.edu/admission,https://www.math.uci.edu/graduate,applicable,只有一个有效回答,1,3,invalid,applicable,invalid
"University of California, Irvine",Ph.D.,Logic & Philosophy of Science Ph.D.,社会科学学院,https://www.lps.uci.edu/grad/admissions.php,https://www.lps.uci.edu/grad/overview.php,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Georgia Institute of Technology,Ph.D,"Algorithms, Combinatrics, and Optimization",计算机学院,https://aco.gatech.edu/admissions/admission-aco-program,https://aco.gatech.edu/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Georgia Institute of Technology,M.S.,Mathematics,科学学院,https://grad.gatech.edu/degree-programs/mathematics,https://math.gatech.edu/graduate/graduate-programs,applicable,所有2个有效回答一致,2,3,applicable,applicable,invalid
Georgia Institute of Technology,Ph.D,Mathematics,科学学院,https://grad.gatech.edu/degree-programs/mathematics,https://math.gatech.edu/graduate/graduate-programs,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"University of California, Santa Barbara",MA,Applied Mathematics  ,文理学院,https://www.graddiv.ucsb.edu/graduate-programs/departments/applied-mathematics,https://www.math.ucsb.edu/graduate/masters,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
