大学英文名称,学位,专业英文名称,所属院系,招生网址,专业网址,申请费减免,判断状态,有效回答数,总回答数,Response 1 分类,Response 2 分类,Response 3 分类
Northwestern University,MS,Master of Science in Machine Learning and Data Science,工程与应用科学学院,https://www.mccormick.northwestern.edu/machine-learning-data-science/admissions/,https://www.mccormick.northwestern.edu/machine-learning-data-science/overview/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Northwestern University,MS,Statistics and Data Science,文理学院,https://statistics.northwestern.edu/graduate/ms-stat-program/how_to_apply.html,https://statistics.northwestern.edu/graduate/ms-stat-program/,not applicable,Majority vote: 2/3,3,3,not_applicable,applicable,not_applicable
Johns Hopkins University,MSE,Data Science,工程学院,https://engineering.jhu.edu/ams/academics/graduate-studies/graduate-admissions-process-and-criteria/,https://engineering.jhu.edu/ams/academics/graduate-studies/ms-in-data-science/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Johns Hopkins University,MSE,Data Science,工程学院,https://engineering.jhu.edu/ams/academics/graduate-studies/graduate-admissions-process-and-criteria/,https://engineering.jhu.edu/ams/academics/graduate-studies/ms-in-data-science/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Johns Hopkins University,PHD,Applied Mathematics and Statistics,工程学院,https://engineering.jhu.edu/ams/academics/graduate-studies/graduate-admissions-process-and-criteria/,https://engineering.jhu.edu/ams/academics/graduate-studies/doctoral-program/,,"平票: {'not_applicable': 1, 'applicable': 1}",2,3,not_applicable,applicable,invalid
Johns Hopkins University,PHD,Applied Mathematics and Statistics,工程学院,https://engineering.jhu.edu/ams/academics/graduate-studies/graduate-admissions-process-and-criteria/,https://engineering.jhu.edu/ams/academics/graduate-studies/doctoral-program/,,"平票: {'applicable': 1, 'not_applicable': 1}",2,3,applicable,not_applicable,invalid
Johns Hopkins University,MSEM,Master of Science in Global Innovation and Leadership：Technical Concentrations,工程学院,https://msil.engineering.jhu.edu/admissions/,https://msil.engineering.jhu.edu/academics/technical-track/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Columbia University,MS,Data Science,工程与应用科学研究生学院,https://datascience.columbia.edu/education/programs/m-s-in-data-science/admissions/,https://datascience.columbia.edu/education/programs/m-s-in-data-science/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Columbia University,PhD,The PhD specialization in Data Science,工程与应用科学研究生学院,https://datascience.columbia.edu/education/programs/ph-d-with-a-specialization-in-data-science/,https://datascience.columbia.edu/education/programs/ph-d-with-a-specialization-in-data-science/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Columbia University,MS,Applied Analytics,School of Professional Studies,https://sps.columbia.edu/admissions/masters-degree-applicants,https://sps.columbia.edu/academics/masters/applied-analytics,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Columbia University,MS,Applied Analytics,School of Professional Studies,https://sps.columbia.edu/admissions/masters-degree-applicants,https://sps.columbia.edu/academics/masters/applied-analytics,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Cornell University,M.Eng.,Operations Research and Information Engineering ：Data Analytics (DA),工程学院,https://gradschool.cornell.edu/academics/fields-of-study/subject/operations-research-and-information-engineering/operations-research-and-information-engineering-meng-ithaca/,https://www.orie.cornell.edu/orie/programs/meng-degree-ithaca,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Cornell University,M.Eng.,Operations Research and Information Engineering ：Data Analytics (DA),工程学院,https://gradschool.cornell.edu/academics/fields-of-study/subject/operations-research-and-information-engineering/operations-research-and-information-engineering-meng-ithaca/,https://www.orie.cornell.edu/orie/programs/meng-degree-ithaca,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Cornell University,M.Eng.,Operations Research and Information Engineering (M.Eng.) (Cornell NYC Tech),康奈尔科技学院,https://tech.cornell.edu/admissions/meng-application/,https://tech.cornell.edu/programs/masters-programs/master-in-operations-research-and-information-engineering/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Cornell University,M.P.S.,Information Science (M.P.S.) , 计算与信息科学学院,https://gradschool.cornell.edu/academics/fields-of-study/subject/information-science/information-science-mps-ithaca/,https://infosci.cornell.edu/masters/mps,not applicable,所有3个有效回答一致,3,3,not_applicable,not_applicable,not_applicable
Cornell University,Ph.D.,Information Science (Ph.D.) , 计算与信息科学学院,https://gradschool.cornell.edu/academics/fields-of-study/subject/information-science/information-science-phd-ithaca/,https://infosci.cornell.edu/phd,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Cornell University,M.P.S.,Applied Statistics (Data Science) , 计算与信息科学学院,https://gradschool.cornell.edu/academics/fields-of-study/subject/statistics/applied-statistics-mps-as-ithaca/,https://stat.cornell.edu/academics/mps-data-science-and-applied-statistics,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Cornell University,M.P.S.,Applied Statistics (Data Science) , 计算与信息科学学院,https://gradschool.cornell.edu/academics/fields-of-study/subject/statistics/applied-statistics-mps-as-ithaca/,https://stat.cornell.edu/academics/mps-data-science-and-applied-statistics,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
University of Chicago,MScA,Applied Data Science,物理科学部,https://datascience.uchicago.edu/education/masters-programs/ms-in-applied-data-science/how-to-apply/,https://datascience.uchicago.edu/education/masters-programs/ms-in-applied-data-science/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
University of Chicago,MS,Data Science ,物理科学部,https://codas.uchicago.edu/how-to-apply/,https://codas.uchicago.edu/academics/ms-data-science/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
University of Chicago,Ph.D,Data Science ,物理科学部,https://codas.uchicago.edu/how-to-apply/,https://codas.uchicago.edu/academics/phd-in-data-science/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"University of California, Berkeley",M.Eng,Data Science  ,电子工程和计算机科学系,https://grad.berkeley.edu/program/electrical-engineering-computer-sciences-meng/,https://eecs.berkeley.edu/academics/graduate/industry-programs/meng/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"University of California, Berkeley",MAna,Master of Analytics,工业工程与运筹学系,https://grad.berkeley.edu/program/master-of-analytics-manlytx/,https://analytics.berkeley.edu/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"University of California, Los Angeles",MENG,Data Science ,工程与应用科学学院,https://grad.ucla.edu/programs/school-of-engineering-and-applied-science/engineering-master-of-engineering/,https://www.meng.ucla.edu/,applicable,Majority vote: 2/3,3,3,applicable,not_applicable,applicable
"University of California, Los Angeles",M.A.S.D.S,Master of Applied Statistics and Data Science,物理科学学院,https://grad.ucla.edu/programs/physical-sciences/statistics-and-data-science-department/statistics-master-of-applied-statistics-and-data-science/,https://master.stat.ucla.edu/,,所有回答无效,0,3,invalid,invalid,invalid
Rice University,MDS,Master of Data Science,工程学院,https://cs.rice.edu/academics/graduate-programs/admission/graduate-program-application,https://cs.rice.edu/academics/graduate-programs/professional-master-data-science,not applicable,所有2个有效回答一致,2,2,invalid,not_applicable,not_applicable
Vanderbilt University,MS,Data Science ,文理学院,https://www.vanderbilt.edu/datascience/msprogram/admissions/,https://www.vanderbilt.edu/datascience/msprogram/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
University of Notre Dame,PHD,PHD IN ANALYTICS,商学院,https://graduateschool.nd.edu/degree-programs/analytics-phd---doctoral/,https://mendoza.nd.edu/research-faculty/academic-departments/phd-analytics/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
University of Notre Dame,M.S.,Applied and Computational Mathematics ,理学院,https://graduateschool.nd.edu/degree-programs/applied-and-computational-mathematics-and-statistics-ms---masters-professional/,https://acms.nd.edu/graduate/professional-masters-programs/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
University of Notre Dame,M.S.,Applied and Computational Mathematics ,理学院,https://graduateschool.nd.edu/degree-programs/applied-and-computational-mathematics-and-statistics-ms---masters-professional/,https://acms.nd.edu/graduate/professional-masters-programs/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"University of Michigan, Ann Arbor",MENG,Data Science and Machine Learning,工程学院,https://ece.engin.umich.edu/academics/graduate-programs/prospective-grad-students/apply-for-grad/apply-for-meng/,https://ece.engin.umich.edu/academics/graduate-programs/prospective-grad-students/about-the-master-of-engineering-meng-program/,not applicable,只有一个有效回答,1,3,invalid,invalid,not_applicable
"University of Michigan, Ann Arbor",Ph.D,Industrial and Operations Engineering,工程学院,https://ioe.engin.umich.edu/graduate/phd-program/phd-admissions-planning/,https://ioe.engin.umich.edu/graduate/phd-program/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"University of Michigan, Ann Arbor",MS,Industrial and Operations Engineering,工程学院,https://ioe.engin.umich.edu/graduate/masters-program/masters-admissions-planning/,https://ioe.engin.umich.edu/graduate/masters-program/masters-program-curriculum/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"University of Michigan, Ann Arbor",MSE,Industrial and Operations Engineering,工程学院,https://ioe.engin.umich.edu/graduate/masters-program/masters-admissions-planning/,https://ioe.engin.umich.edu/graduate/masters-program/masters-program-curriculum/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"University of Michigan, Ann Arbor",MS,Industrial and Operations Engineering,工程学院,https://ioe.engin.umich.edu/graduate/masters-program/masters-admissions-planning/,https://ioe.engin.umich.edu/graduate/masters-program/masters-program-curriculum/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"University of Michigan, Ann Arbor",MSE,Industrial and Operations Engineering,工程学院,https://ioe.engin.umich.edu/graduate/masters-program/masters-admissions-planning/,https://ioe.engin.umich.edu/graduate/masters-program/masters-program-curriculum/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"University of Michigan, Ann Arbor",Ph.D,Information,信息学院,https://www.si.umich.edu/programs/phd-information/how-do-i-apply,https://www.si.umich.edu/programs/phd-information,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"University of Michigan, Ann Arbor",MS,Information,信息学院,https://www.si.umich.edu/programs/master-science-information/how-do-i-apply,https://www.si.umich.edu/programs/master-science-information,applicable,所有2个有效回答一致,2,2,invalid,applicable,applicable
"University of Michigan, Ann Arbor",MS,Data Science ,文化、科学与艺术学院,https://lsa.umich.edu/stats/masters_students/prospective-masters-students/data-science-masters-application.html,https://lsa.umich.edu/stats/masters_students/mastersprograms/data-science-masters-program.html,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"University of North Carolina, Chapel Hill",MS,"MS program in Statistics, Analytics and Data Science (STANDS)",文理学院,https://gradschool.sites.unc.edu/statistics-and-operations-research/,https://stor.unc.edu/ms/program/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Georgetown University,M.S.,Master of Science in Data Science and Analytics,文理研究生院,https://grad.georgetown.edu/data-science-analytics/,https://analytics.georgetown.edu/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Georgetown University,M.S.,Mathematics & Statistics ,文理研究生院,https://grad.georgetown.edu/mathematics-and-statistics/,https://mathstat.georgetown.edu/graduate/,applicable,Majority vote: 2/3,3,3,applicable,applicable,not_applicable
Georgetown University,M.S.,Mathematics & Statistics ,文理研究生院,https://grad.georgetown.edu/mathematics-and-statistics/,https://mathstat.georgetown.edu/graduate/,applicable,所有2个有效回答一致,2,3,applicable,invalid,applicable
Emory University,MS,Quantitative Theory and Methods,研究生院,https://quantitative.emory.edu/academics/masters/Who-Should-Apply.html,https://quantitative.emory.edu/academics/masters/index.html,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
University of Virginia,PHD,Data Analytics and Decision Science,达顿商学院,https://www.darden.virginia.edu/phd/application-requirements,https://www.darden.virginia.edu/phd/data-analytics-and-decision-science,,"平票: {'not_applicable': 1, 'applicable': 1}",2,2,not_applicable,invalid,applicable
University of Virginia,MSDS,Data Science,数据科学学院,https://datascience.virginia.edu/msds/admissions,https://datascience.virginia.edu/degrees/msds-residential,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
University of Virginia,PHD,Data Science,数据科学学院,https://datascience.virginia.edu/phd/admissions,https://datascience.virginia.edu/degrees/phd,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Carnegie Mellon University,MITS,Master of Information Technology Strategy (MITS),人文与社会科学学院,https://www.cmu.edu/cmist/academics/graduate-programs/mits/mits-admissions.html,https://www.cmu.edu/cmist/academics/graduate-programs/msirp/index.html,,所有回答无效,0,3,invalid,invalid,invalid
Carnegie Mellon University,MADS,Master of Science in Applied Data Science (MADS),人文与社会科学学院,https://www.cmu.edu/dietrich/statistics-datascience/academics/mads/how-to-apply.html,https://www.cmu.edu/dietrich/statistics-datascience/academics/mads/index.html,not applicable,只有一个有效回答,1,3,invalid,not_applicable,invalid
Carnegie Mellon University,MISM,Information Systems Management（BUSINESS INTELLIGENCE & DATA ANALYTICS）,信息系统与公共政策学院 ,https://www.heinz.cmu.edu/admissions/information-systems-management/,https://www.heinz.cmu.edu/programs/information-systems-management-master/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Carnegie Mellon University,MISM,Information Systems Management（BUSINESS INTELLIGENCE & DATA ANALYTICS）,信息系统与公共政策学院 ,https://www.heinz.cmu.edu/admissions/information-systems-management/,https://www.heinz.cmu.edu/programs/information-systems-management-master/,not applicable,所有3个有效回答一致,3,3,not_applicable,not_applicable,not_applicable
Carnegie Mellon University,MS,MS in DATA ANALYTICS FOR SCIENCE,科学学院,https://www.cmu.edu/mcs/grad/programs/ms-data-analytics/application-process.html,https://www.cmu.edu/mcs/grad/programs/ms-data-analytics/index.html,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Carnegie Mellon University,MCDS,Computational Data Science,计算机科学学院,https://mcds.cs.cmu.edu/apply-mcds-program,https://mcds.cs.cmu.edu/learn-us-requirements,applicable,Majority vote: 2/3,3,3,applicable,not_applicable,applicable
Carnegie Mellon University,MCDS,Computational Data Science,计算机科学学院,https://mcds.cs.cmu.edu/apply-mcds-program,https://mcds.cs.cmu.edu/learn-us-requirements,,"平票: {'not_applicable': 1, 'applicable': 1}",2,3,invalid,not_applicable,applicable
Washington University in St. Louis,MS,MS in Engineering Data Analytics & Statistics,工程学院,https://engineering.wustl.edu/academics/graduate-admissions/application-checklist.html,https://ese.wustl.edu/academics/graduate-programs/masters-and-certificates/MS-in-Data-Analytics-Statistics.html,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Washington University in St. Louis,MS,MS in Engineering Data Analytics & Statistics,工程学院,https://engineering.wustl.edu/academics/graduate-admissions/application-checklist.html,https://ese.wustl.edu/academics/graduate-programs/masters-and-certificates/MS-in-Data-Analytics-Statistics.html,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Washington University in St. Louis,PHD,Computational & Data Sciences ,工程学院,https://engineering.wustl.edu/academics/graduate-admissions/application-checklist.html,https://datasciences.wustl.edu/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Washington University in St. Louis,MS,Master of Data Analytics & Applications,继续和专业教育学院,https://caps.washu.edu/student-success/graduate-application-requirements/,https://caps.washu.edu/lp/master-of-data-analytics-applications/,,所有回答无效,0,3,invalid,invalid,invalid
Washington University in St. Louis,MS,Master of Data Analytics & Applications,继续和专业教育学院,https://caps.washu.edu/student-success/graduate-application-requirements/,https://caps.washu.edu/lp/master-of-data-analytics-applications/,,所有回答无效,0,3,invalid,invalid,invalid
University of Florida,M.S.,Information Systems and Operations Management：Data Science,商学院,https://warrington.ufl.edu/master-of-science-in-information-systems-and-operations-management/admissions/,https://warrington.ufl.edu/master-of-science-in-information-systems-and-operations-management/program-options/,not applicable,所有2个有效回答一致,2,3,not_applicable,not_applicable,invalid
University of Florida,M.S.,Information Systems and Operations Management：Data Science,商学院,https://warrington.ufl.edu/master-of-science-in-information-systems-and-operations-management/admissions/,https://warrington.ufl.edu/master-of-science-in-information-systems-and-operations-management/program-options/,,所有回答无效,0,2,invalid,invalid,invalid
University of Florida,M.S.,Information Systems and Operations Management：Data Science,商学院,https://warrington.ufl.edu/master-of-science-in-information-systems-and-operations-management/admissions/,https://warrington.ufl.edu/master-of-science-in-information-systems-and-operations-management/program-options/,not applicable,只有一个有效回答,1,2,invalid,not_applicable,invalid
University of Florida,M.S.,Information Systems and Operations Management：Data Science,商学院,https://warrington.ufl.edu/master-of-science-in-information-systems-and-operations-management/admissions/,https://warrington.ufl.edu/master-of-science-in-information-systems-and-operations-management/program-options/,,所有回答无效,0,3,invalid,invalid,invalid
"University of California, Davis",MS,Statistics- DATA SCIENCE TRACK (48 units),文学与科学学院,https://statistics.ucdavis.edu/grad/admissions,https://statistics.ucdavis.edu/grad/ms,not applicable,Majority vote: 2/3,3,3,not_applicable,applicable,not_applicable
"University of California, San Diego",PhD,Data Science,数据科学研究所,https://datascience.ucsd.edu/graduate/graduate-admissions/,https://datascience.ucsd.edu/graduate/phd-program/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"University of California, San Diego",MS,Data Science,数据科学研究所,https://datascience.ucsd.edu/graduate/graduate-admissions/,https://datascience.ucsd.edu/graduate/ms-program/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"University of California, San Diego",MS,Machine Learning and Data Science ,工程学院,https://www.ece.ucsd.edu/graduate/graduate-admissions,https://www.ece.ucsd.edu/graduate/information-new-ece-graduate-students,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"University of California, San Diego",PHD,Machine Learning and Data Science ,工程学院,https://www.ece.ucsd.edu/graduate/graduate-admissions,https://www.ece.ucsd.edu/graduate/information-new-ece-graduate-students,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
University of Southern California,PhD,Business Administration( Data Sciences & Operations),商学院,https://www.marshall.usc.edu/programs/graduate-programs/phd-program/admissions,https://www.marshall.usc.edu/programs/graduate-programs/phd-program/data-sciences-operations,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
University of Southern California,M.S.,Computer Science (Data Science),工程学院,https://viterbigradadmission.usc.edu/programs/masters/msprograms/computer-science/ms-cs-data-science/,https://viterbigradadmission.usc.edu/programs/masters/msprograms/computer-science/ms-cs-data-science/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
University of Southern California,M.S.,Computer Science (Data Science),工程学院,https://viterbigradadmission.usc.edu/programs/masters/msprograms/computer-science/ms-cs-data-science/,https://viterbigradadmission.usc.edu/programs/masters/msprograms/computer-science/ms-cs-data-science/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
University of Southern California,M.S.,Applied Data Science,工程学院,https://viterbigradadmission.usc.edu/programs/masters/msprograms/data-science/ms-applied-data-science/,https://viterbigradadmission.usc.edu/programs/masters/msprograms/data-science/ms-applied-data-science/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
University of Southern California,M.S.,Applied Data Science,工程学院,https://viterbigradadmission.usc.edu/programs/masters/msprograms/data-science/ms-applied-data-science/,https://viterbigradadmission.usc.edu/programs/masters/msprograms/data-science/ms-applied-data-science/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
University of Southern California,M.S.,ECE-Machine Learning and Data Science,工程学院,https://viterbigradadmission.usc.edu/programs/masters/msprograms/electrical-computer-engineering/ms-in-electrical-and-computer-engineering-machine-learning-and-data-science/,https://viterbigradadmission.usc.edu/programs/masters/msprograms/electrical-computer-engineering/ms-in-electrical-and-computer-engineering-machine-learning-and-data-science/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
University of Southern California,M.S.,ECE-Machine Learning and Data Science,工程学院,https://viterbigradadmission.usc.edu/programs/masters/msprograms/electrical-computer-engineering/ms-in-electrical-and-computer-engineering-machine-learning-and-data-science/,https://viterbigradadmission.usc.edu/programs/masters/msprograms/electrical-computer-engineering/ms-in-electrical-and-computer-engineering-machine-learning-and-data-science/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
University of Southern California,M.S.,Analytics,工程学院,https://viterbigradadmission.usc.edu/programs/masters/msprograms/industrial-systems-engineering/ms-analytics/,https://viterbigradadmission.usc.edu/programs/masters/msprograms/industrial-systems-engineering/ms-analytics/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
University of Southern California,M.S.,Analytics,工程学院,https://viterbigradadmission.usc.edu/programs/masters/msprograms/industrial-systems-engineering/ms-analytics/,https://viterbigradadmission.usc.edu/programs/masters/msprograms/industrial-systems-engineering/ms-analytics/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
University of Southern California,M.S.,Mathematical Data Science M.S.,文理学院,https://dornsife.usc.edu/math-data-science/admissions-2/,https://dornsife.usc.edu/math-data-science/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"University of Texas, Austin", Ph.D.,Electrical and Computer Engineering ,工程学院,https://www.ece.utexas.edu/academics/graduate/admissions,https://www.ece.utexas.edu/academics/graduate/degrees,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"University of Texas, Austin", Ph.D.,Electrical and Computer Engineering ,工程学院,https://www.ece.utexas.edu/academics/graduate/admissions,https://www.ece.utexas.edu/academics/graduate/degrees,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"University of Texas, Austin",MSE ,Electrical and Computer Engineering,工程学院,https://www.ece.utexas.edu/academics/graduate/admissions,https://www.ece.utexas.edu/academics/graduate/degrees,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"University of Texas, Austin",MSE ,Electrical and Computer Engineering,工程学院,https://www.ece.utexas.edu/academics/graduate/admissions,https://www.ece.utexas.edu/academics/graduate/degrees,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"University of California, Irvine",MDS,Master of Data Science,信息与计算机科学学院,https://mds.ics.uci.edu/overview/admissions/,https://mds.ics.uci.edu/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Georgia Institute of Technology,MS,Analytics,商学院,https://www.analytics.gatech.edu/admissions,https://www.analytics.gatech.edu/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"University of California, Santa Barbara",MA,Statistics-Data Science,文理学院,https://www.graddiv.ucsb.edu/graduate-programs/departments/statistics,https://www.pstat.ucsb.edu/graduate/ma,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"University of California, Santa Barbara",MA,Statistics-Data Science,文理学院,https://www.graddiv.ucsb.edu/graduate-programs/departments/statistics,https://www.pstat.ucsb.edu/graduate/ma,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"University of California, Santa Barbara",MA,Statistics-Data Science,文理学院,https://www.graddiv.ucsb.edu/graduate-programs/departments/statistics,https://www.pstat.ucsb.edu/graduate/ma,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
New York University,Ph.D,Data Science ,文理研究生院,https://gsas.nyu.edu/admissions/arc/programs/data-science.html,https://cds.nyu.edu/phd-curriculum/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
New York University,MS,Data Science ,文理研究生院,https://gsas.nyu.edu/admissions/arc/programs/data-science.html,https://cds.nyu.edu/masters-in-data-science-curriculum/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
New York University,MS,Data Science （Industry Concentration）,文理研究生院,https://gsas.nyu.edu/admissions/arc/programs/data-science.html,https://cds.nyu.edu/masters-in-data-science-industry-concentration/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
New York University,MS,MS in Data Analytics & Business Computing,商学院,https://stern.shanghai.nyu.edu/en/admissions/ms-data-analytics-and-business-computing/application-checklist,https://stern.shanghai.nyu.edu/en/program/ms-data-analytics-business-computing,,所有回答无效,0,2,invalid,invalid,invalid
"University of Wisconsin, Madison",M.S.,MS – Data Engineering,文理学院,https://guide.wisc.edu/graduate/computer-sciences/data-engineering-ms/#admissionstext,https://www.cs.wisc.edu/our-graduate-degrees-programs/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"University of Wisconsin, Madison",MS,Statistics and Data Science,文理学院,https://guide.wisc.edu/graduate/statistics/statistics-ms/statistics-statistics-data-science-ms/#admissionstext,https://stat.wisc.edu/graduate-admissions/data-science-option/,applicable,Majority vote: 2/3,3,3,not_applicable,applicable,applicable
"University of Wisconsin, Madison",MS,Statistics and Data Science,文理学院,https://guide.wisc.edu/graduate/statistics/statistics-ms/statistics-statistics-data-science-ms/#admissionstext,https://stat.wisc.edu/graduate-admissions/data-science-option/,applicable,Majority vote: 2/3,3,3,not_applicable,applicable,applicable
