大学英文名称,学位,专业英文名称,所属院系,招生网址,专业网址,课程网址,处理状态,有效URL数量,置信度分数,发现课程编号
University of Pennsylvania,MA,Applied Math and Computational Science,文理学院,https://amcs.upenn.edu/admission/,https://amcs.upenn.edu/masters-program/,,所有URL内容获取失败,0,0,
University of Pennsylvania,PHD,Applied Math and Computational Science,文理学院,https://amcs.upenn.edu/admission/,https://amcs.upenn.edu/phd-program/,,所有URL内容获取失败,0,0,
University of Pennsylvania,AM,Mathematics,文理学院,https://www.math.upenn.edu/graduate/admissions/how-apply,https://www.math.upenn.edu/graduate/program-description,https://www.math.upenn.edu/graduate/program-description,单一URL验证通过 (置信度: 105),1,105,
University of Pennsylvania,M.Phil,Mathematics,文理学院,https://www.math.upenn.edu/graduate/admissions/how-apply,https://www.math.upenn.edu/graduate/program-description,https://www.math.upenn.edu/graduate/program-description,单一URL验证通过 (置信度: 105),1,105,
University of Pennsylvania,phd+ms,Mathematics,文理学院,https://www.math.upenn.edu/graduate/admissions/how-apply,https://www.math.upenn.edu/graduate/csma,,所有URL内容获取失败,0,0,
University of Pennsylvania,phd+ms,Mathematics,文理学院,https://www.math.upenn.edu/graduate/admissions/how-apply,https://www.math.upenn.edu/graduate/statma,,单一URL验证失败 (置信度: 13),1,0,
University of Pennsylvania,PHD,Mathematics,文理学院,https://www.math.upenn.edu/graduate/admissions/how-apply,https://www.math.upenn.edu/graduate/program-description#phd,https://www.math.upenn.edu/graduate/program-description#phd,单一URL验证通过 (置信度: 105),1,105,
Duke University,PHD,Mathematics,文理学院,https://gradschool.duke.edu/academics/programs-degrees/mathematics/,https://math.duke.edu/graduate,,所有URL内容获取失败,0,0,
California Institute of Technology,PHD,Applied and Computational Mathematics,工程与应用科学学部,https://www.cms.caltech.edu/academics/grad,https://www.cms.caltech.edu/academics/grad/grad_acm,,无URL达到课程页面标准，最高置信度: 50,2,0,
California Institute of Technology,PHD,Computing + Mathematical Sciences,工程与应用科学学部,https://www.cms.caltech.edu/academics/grad,https://www.cms.caltech.edu/academics/grad/grad_cms,,所有URL内容获取失败,0,0,
California Institute of Technology,PHD,Mathematics,物理，数学和天文学系,https://www.pma.caltech.edu/admissions-and-financial-support,https://www.pma.caltech.edu/research-and-academics/mathematics/math-graduate-studies,,所有URL内容获取失败,0,0,
" 
Brown University",PHD,Applied Mathematics,研究生院,https://graduateprograms.brown.edu/graduate-program/applied-mathematics-phd,https://appliedmath.brown.edu/graduate,,单一URL验证失败 (置信度: 26),1,0,
" 
Brown University",PHD,Mathematics,研究生院,https://graduateprograms.brown.edu/graduate-program/mathematics-phd,https://www.brown.edu/academics/math/graduate,,单一URL验证失败 (置信度: 10),1,0,
Northwestern University,MS,MS in Engineering Sciences and Applied Mathematics,工程与应用科学学院,https://www.mccormick.northwestern.edu/applied-math/academics/graduate/masters/admissions.html,https://www.mccormick.northwestern.edu/applied-math/academics/graduate/masters/,https://www.mccormick.northwestern.edu/applied-math/academics/graduate/masters/curriculum-requirements.html,单一URL验证通过 (置信度: 140),1,140,
Northwestern University,PhD,Engineering Sciences and Applied Mathematics,工程与应用科学学院,https://www.mccormick.northwestern.edu/applied-math/academics/graduate/phd/admissions.html,https://www.mccormick.northwestern.edu/applied-math/academics/graduate/phd/,https://www.mccormick.northwestern.edu/applied-math/academics/graduate/phd/curriculum-requirements.html,规则选择完成 (置信度: 190; 发现4个课程编号),2,190,APPM 420; APPM 411; APPM 446; APPM 421
Northwestern University,PhD,Mathematics,文理学院,https://www.math.northwestern.edu/graduate/application.html,https://www.math.northwestern.edu/graduate/,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHPa4kyRNSRtm0x1PhtPvA7oZpQnTSiBk-VxMwbCfk1VxEZWKMuZaT8NMKIxfRqYZdW3ai0CVdLgEg3830lX2bA6i-6kWfOWAK-IhDDYIRHzboKc_nzRYbe1Xby_t_6PT9Mygpg2rcT90kDltOqo_ZEXZtQVQhTtrUaSxO8dx5kmisAs_Rz45LYmJ8zFPJWT8Xb05oOPnpjTI8=,单一URL验证通过 (置信度: 165),1,165,
Johns Hopkins University,PHD,Mathematics,艺术与科学学院,https://mathematics.jhu.edu/graduate/admissions/,https://mathematics.jhu.edu/graduate/,,所有URL内容获取失败,0,0,
Johns Hopkins University,MSE,Applied Mathematics and Statistics,工程学院,https://engineering.jhu.edu/ams/academics/graduate-studies/graduate-admissions-process-and-criteria/,https://engineering.jhu.edu/ams/academics/graduate-studies/ms-in-applied-mathematics-and-statistics/,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFTRxJ1NlMa8M4c80ciibGY7hl7UiHTGpE8wPOt4EJM53edVaunODPb2078fFIGugLvGs5eFg0AQFOh6jybvXUAu2FEcmCnYXb3-CCSUS20WyXvSrS2g6aR3b9RXhtwz3sLhENf-1vX3vs3YgL3IndfltdqgZXy6mloXoH1UVTRa-PSu_9GDts0m-Qi_k9_yVFGnqeclRh45PropE82bPpLoY_Hkrc2xG1yzH_T6-STOgAwJdzXeiPCySm9bBsqFvgv7vr_YDja5k0VSuTFPfMvkKRAtYSn2lRgpAhxv0S7-MkBJp3f-2EzZrps,规则选择完成 (置信度: 165),2,165,
Johns Hopkins University,MSE,Applied Mathematics and Statistics,工程学院,https://engineering.jhu.edu/ams/academics/graduate-studies/graduate-admissions-process-and-criteria/,https://engineering.jhu.edu/ams/academics/graduate-studies/ms-in-applied-mathematics-and-statistics/,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGttudB5GfvviJ4wSTZBjHqpdc3vM9zNOa1sEV4wKfeR99wbEgCCfoWWGHu7A8RRokL9VojOWHGoGG2OtfqCmeqr8S1Ll87oh5IZ-Y_RyH0C7dpe_xYe5p_ivKwlZHTt0ZbPF3j7xujMxG9TIb7GW012hKmhh5-FXH9kZACIuqXO30t1JroIVC471L3zJwtrcUZeMUS8KoVZpgkqKSFaxFM1_7Fa1bohIyKrYDkidx4K2Z8tJ8YJSx53551tsj5hhTxODoS83pSeXcZhCtptn5SiE1CMBOwBkTjX_6ldeH3PeRtREVON_Ep5pIb,单一URL验证通过 (置信度: 165),1,165,
Johns Hopkins University,PHD,Applied Mathematics and Statistics,工程学院,https://engineering.jhu.edu/ams/academics/graduate-studies/graduate-admissions-process-and-criteria/,https://engineering.jhu.edu/ams/academics/graduate-studies/doctoral-program/,,所有URL内容获取失败,0,0,
Johns Hopkins University,PHD,Applied Mathematics and Statistics,工程学院,https://engineering.jhu.edu/ams/academics/graduate-studies/graduate-admissions-process-and-criteria/,https://engineering.jhu.edu/ams/academics/graduate-studies/doctoral-program/,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHwRhatOTO9VP3YKs9DIsg-x0ETuaoOG3udXC000Kj_z4e0lv7X5auRp71QO2XNu-wbdAb-yjOGGrK92yfY6ui4EBa9HTmoxRROryhmb79EobGtMv4ZZVcqgM5m7WrGKRO46k85d0hrOXbiJYe93MFKRLma75Yxl9S77pVAVDabjjr-I71jllEQDbsraXN3Hz--EMSnunTrzA6-hhz4aR1JHAPJYXLfLfH1Co9DflGCcQI85qLx1Zcn-O_KfiAYcqGWPLBelJBBJ1INVEDTMb1B1UR2RoM=,单一URL验证通过 (置信度: 165),1,165,
Columbia University,MS,Applied Mathematics,工程与应用科学研究生学院,https://www.gradengineering.columbia.edu/graduate-admissions/application-requirements,https://www.apam.columbia.edu/applied-mathematics-graduate-programs,,所有URL内容获取失败,0,0,
Columbia University,MS,Applied Mathematics,工程与应用科学研究生学院,https://www.gradengineering.columbia.edu/graduate-admissions/application-requirements,https://www.apam.columbia.edu/applied-mathematics-graduate-programs,,所有URL内容获取失败,0,0,
Columbia University,MS/PHD,Applied Mathematics,工程与应用科学研究生学院,https://www.gradengineering.columbia.edu/graduate-admissions/application-requirements,https://www.apam.columbia.edu/applied-mathematics-graduate-programs,,单一URL验证失败 (置信度: 10),1,0,
Columbia University,PhD,Applied Mathematics,工程与应用科学研究生学院,https://www.gradengineering.columbia.edu/graduate-admissions/application-requirements,https://www.apam.columbia.edu/applied-mathematics-graduate-programs,,单一URL验证失败 (置信度: 10),1,0,
Columbia University,PhD,Mathematics,艺术与科学研究生院,https://www.gsas.columbia.edu/content/mathematics,https://www.math.columbia.edu/programs-math/graduate-program/,https://www.math.columbia.edu/courses/graduate-core-courses/,规则选择完成 (置信度: 70),2,70,
Columbia University,MA,Mathematics with a Specialization in the Mathematics of Finance,艺术与科学研究生院,https://www.gsas.columbia.edu/content/mathematics-specialization-mathematics-finance,https://www.math.columbia.edu/mafn/,,所有URL内容获取失败,0,0,
Cornell University,Ph.D.,Applied Mathematics (Ph.D.) ,应用数学中心,https://gradschool.cornell.edu/academics/fields-of-study/subject/applied-mathematics/applied-mathematics-phd-ithaca/,https://www.cam.cornell.edu/cam/academics/phd-program,,单一URL验证失败 (置信度: 21),1,0,
Cornell University,Ph.D.,Mathematics (Ph.D.) ,文理学院,https://gradschool.cornell.edu/academics/fields-of-study/subject/mathematics/mathematics-phd-ithaca/,https://math.cornell.edu/phd,,所有URL内容获取失败,0,0,
University of Chicago,MS,Computational and Applied Mathematics,物理科学部,https://voices.uchicago.edu/cammasters/prospectivestudents/,https://voices.uchicago.edu/cammasters/,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGTyVcnvKTjDvoUh0-J6LmnptX6QQXgCMDpAD2wAWTofDr8IBmx9gjBjMMg3q4oy6jBCtuBcCqGzRCd6jSYDrxveO4viQXWeDAvvzTvxLMW4Cgjd6iXa6xx-uXxtxmbxAUzPvakreDm9YS_,规则选择完成 (置信度: 111),2,111,
University of Chicago,Ph.D,Computational and Applied Mathematics,物理科学部,https://cam.uchicago.edu/academics/how-to-apply/,https://cam.uchicago.edu/academics/graduate-programs/phd-program/,https://cam.uchicago.edu/academics/graduate-programs/phd-program/,单一URL验证通过 (置信度: 93),1,93,STAT 381; STAT 383; STAT 385
University of Chicago,Joint  PhD,Ph. D. in Mathematics and Computer Science,物理科学部,https://cs.uchicago.edu/academics/phd/joint-math-cs-phd/,https://cs.uchicago.edu/academics/phd/joint-math-cs-phd/,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHS_g_e-HS6eRm6IhtUek10Zb3G6Jb5FDxuqWcFBgr-MKqanCfiGMC060lUnYmTl9ki0y6LeBay7pv27veRIAAVFGpmKGCpM3xohYMj4Jfv_UGp15LI2fJBUV7vxJh9ppJ55Ta3qXBHFoIDxWsWJiA3YlHzmabTzGOg4QZnpbcc,规则选择完成 (置信度: 70),2,70,
University of Chicago,Ph.D,Mathematics,物理科学部,https://mathematics.uchicago.edu/graduate/mathematics-phd-program/how-to-apply/,https://mathematics.uchicago.edu/graduate/mathematics-phd-program/,,所有URL内容获取失败,0,0,
University of Chicago,MS-PSD,Mathematics,物理科学部,https://mspsd.uchicago.edu/application-information/,https://mspsd.uchicago.edu/,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGx8-Vnnc_I29byiQryedCDnGEQcbgR8ogx1g79msYSz838kER5HoZX6VUalGhOqxqp1DeLfAVybBWMGFlssxZfbnSoWV1ADMwgiSPzQzWlGpb7tef0Wf_CCx6p_xs2jCemArTTN2iQcI3GtJTT4cznLOoCtjA=,单一URL验证通过 (置信度: 245),1,245,III 100
"University of California, Berkeley",Ph.D.,Applied Mathematics,数学系,https://grad.berkeley.edu/program/applied-mathematics/,https://math.berkeley.edu/graduate/phd-program,https://math.berkeley.edu/graduate/phd-program,单一URL验证通过 (置信度: 139),1,139,
"University of California, Berkeley",Ph.D,Mathematics,数学系,https://grad.berkeley.edu/program/mathematics/,https://math.berkeley.edu/graduate/phd-program,https://math.berkeley.edu/graduate/phd-program,单一URL验证通过 (置信度: 139),1,139,
"University of California, Berkeley",Ph.D.,Applied Science & Technology,应用科学与技术项目,https://grad.berkeley.edu/program/applied-science-tech/,https://ast.berkeley.edu/,,所有URL内容获取失败,0,0,
"University of California, Berkeley",Ph.D.,Logic & the Methodology of Science,逻辑与科学方法论小组,https://grad.berkeley.edu/program/logic-the-methodology-of-science/,https://logic.berkeley.edu/,,所有URL内容获取失败,0,0,
"University of California, Los Angeles",PHD,Mathematics,物理科学学院,https://grad.ucla.edu/programs/physical-sciences/mathematics/,https://ww3.math.ucla.edu/overview-2/,,单一URL验证失败 (置信度: 44),1,0,
"University of California, Los Angeles",MA,Mathematics,物理科学学院,https://grad.ucla.edu/programs/physical-sciences/mathematics/,https://ww3.math.ucla.edu/overview-2/,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGSF9a0JltaF9vO0L05Dw9uKGo2rlojQ3YuIolI75_U9wTJkxlHdlIummGSgpUoAI9szDu-Yc1SzPZEKlrOIdDe48ZGryDSHIP0RtMob3vAbVrX6E09y7xDG660hol6-89_GKNHd_0V8tNQhjL94IFUA0U5ebX9YNo57B7qeeSAlH4Y7EWKDOPUpktcYI9JJ3CPfHkI7gEs-OcahUIDEv3FPGJXAWbS,规则选择完成 (置信度: 308),3,308,
Rice University,Ph.D.,Computational and Applied Mathematics,工程学院,https://cmor.rice.edu/academics/graduate-programs/graduate-admissions,https://cmor.rice.edu/academics/graduate-programs/phd-program,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEJeNKK6QIdJmR1df_dASlWwGwmtkFP2X7vDMv_C4YbNzI2Hi46fa_Lv_ELMQu8VqhdgbmlFmBhMnK8vSQJEtV9eChMLdmtCns2Ce8YDmBrS9cCz2Pfx_6rTdBnlr787RyiUq3ERmrULWj2z_DxIEYjMibNQ4ZYg3MXPyBUKGxJ5bJ48kiUB5MLQwPgEYtwEtVmBpRX6pruFP6iusF5SQiJTDXzU5l3Ls6aa4QaYQ1LloAwINg5UYx7JZHOuWzcek2QEpqbKiBtK9OD6_I4wyX5HDdOIoGY4wnVUoI=,单一URL验证通过 (置信度: 84),1,84,
Rice University,M.C.A.A.M.,The Professional Master's of Computational and Applied Mathematics,工程学院,https://cmor.rice.edu/academics/graduate-programs/graduate-admissions,https://cmor.rice.edu/academics/graduate-programs/professional-masters-programs,https://cmor.rice.edu/academics/graduate-programs/professional-masters-programs,单一URL验证通过 (置信度: 190),1,190,CMOR 520; CMOR 522; CMOR 530; CMOR 541; CMOR 524
Rice University,PHD,Mathematics,自然科学学院,https://math.rice.edu/application-procedure,https://math.rice.edu/graduate-program,https://ga.rice.edu/programs-study/departments-programs/natural-sciences/mathematics/mathematics-phd/#requirements,规则选择完成 (置信度: 140; 发现2个课程编号; 学科: math_stat),2,140,MATH 463; MATH 563
Dartmouth College,PHD,Mathematics,研究生院,https://math.dartmouth.edu/graduate-students/appl-info/,https://math.dartmouth.edu/graduate-students/,,所有URL内容获取失败,0,0,
Vanderbilt University,MA,Mathematics,文理学院,https://as.vanderbilt.edu/math/graduate/info_for_prospective_students/,https://as.vanderbilt.edu/math/graduate/about/,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFMHP1fVKmpzGOCRacCuR1o6yVuE7rIoibukbWA13yzCi1hcY7lp9eWDdwW7i1sAKkvtUeriwsJW_Qli1_LzEMyoznjR648zTb_XOrppcvdnlwOE0E7vvFBWwJ0lA6NYLzDhK-W2ESzIQgeTQdhb_ueZ71VFglW,规则选择完成 (置信度: 101; 发现1个课程编号; 学科: math_stat),2,101,MATH 7999
Vanderbilt University,PHD,Mathematics,文理学院,https://as.vanderbilt.edu/math/graduate/info_for_prospective_students/,https://as.vanderbilt.edu/math/graduate/about/,,所有URL内容获取失败,0,0,
" 
University of Notre Dame",M.S.,Applied and Computational Mathematics ,理学院,https://graduateschool.nd.edu/degree-programs/applied-and-computational-mathematics-and-statistics-ms---masters-professional/,https://acms.nd.edu/graduate/professional-masters-programs/,https://acms.nd.edu/graduate/professional-masters-programs/curriculum/,单一URL验证通过 (置信度: 84),1,84,
" 
University of Notre Dame",M.S.,Applied and Computational Mathematics ,理学院,https://graduateschool.nd.edu/degree-programs/applied-and-computational-mathematics-and-statistics-ms---masters-professional/,https://acms.nd.edu/graduate/professional-masters-programs/,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQG2iZ33RBpGZkCpM0y7kjkRXVE6UBC-Afm8g9wvGT6WlGipFObilFjeHNMoKaxKA_HNJ_q28HdmDIW3kjN7TzhSO3zX2MNQ7dUMSt4imkdibPhfTVLlCeffOw6Fxq8ImvZdVG6XerXVynnxQOFK7nynAuri4XJ5vybiEk7OZYSfoKc=,规则选择完成 (置信度: 84),2,84,
" 
University of Notre Dame",Ph.D.,Applied and Computational Mathematics and Statistics,理学院,https://graduateschool.nd.edu/degree-programs/applied-and-computational-mathematics-and-statistics-phd---doctoral/,https://acms.nd.edu/graduate/phd-programs/,,所有URL内容获取失败,0,0,
" 
University of Notre Dame",Ph.D.,Mathematics,理学院,https://graduateschool.nd.edu/degree-programs/mathematics-phd---doctoral/,https://math.nd.edu/graduate/,,所有URL内容获取失败,0,0,
"University of Michigan, Ann Arbor",Ph.D,Applied and Interdisciplinary Mathematics,文化、科学与艺术学院,https://lsa.umich.edu/math/graduates/Admissions/applying.html,https://lsa.umich.edu/math/graduates/GraduateStudentHandbook/applied-and-interdisciplinary-mathematics--aim-.html,,所有URL内容获取失败,0,0,
"University of Michigan, Ann Arbor",Ph.D,Mathematics,文化、科学与艺术学院,https://lsa.umich.edu/math/graduates/Admissions/applying.html,https://lsa.umich.edu/math/graduates/GraduateStudentHandbook/ph-d-programs1.html,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQERnU3ik32BZ041LnbYnZHhcGsZefQd1XIx30smafkxd-mhPlFPqMSGHzqxaAqCp6GhFIXIHd_X9cQ87oo0y9-oxFA5wjeV_ta-0htdc3_UtV94f7-EvxO-ugDLu2FKbdCc-ptzDGa6Oii0kC-Irz4GCN36ph6mqIRCHBAjOCuPnwwsf54rurjiuT7L514hYeH5TuF-2QUxm8ZbgfqR361uE_B2YrOl1UY3o9IKWQM=,单一URL验证通过 (置信度: 130),1,130,
"University of Michigan, Ann Arbor",MS,Applied and Interdisciplinary Mathematics,文化、科学与艺术学院,https://lsa.umich.edu/math/graduates/Admissions/applying1.html,https://lsa.umich.edu/math/graduates/GraduateStudentHandbook/aim-masters.html,,所有URL内容获取失败,0,0,
"University of Michigan, Ann Arbor",MS,General Mathematics Master's Program,文化、科学与艺术学院,https://lsa.umich.edu/math/graduates/Admissions/applying1.html,https://lsa.umich.edu/math/graduates/GraduateStudentHandbook/mathematics-master-s-degree.html,,所有URL内容获取失败,0,0,
"University of Michigan, Ann Arbor",MS,Applied Mathematics Master's Program,文化、科学与艺术学院,https://lsa.umich.edu/math/graduates/Admissions/applying1.html,https://lsa.umich.edu/math/graduates/GraduateStudentHandbook/mathematics-master-s-degree.html,,单一URL验证失败 (置信度: 55),1,0,
"University of Michigan, Ann Arbor",MS,Actuarial Mathematics Master's Program,文化、科学与艺术学院,https://lsa.umich.edu/math/graduates/Admissions/applying1.html,https://lsa.umich.edu/math/graduates/GraduateStudentHandbook/mathematics-master-s-degree.html,,所有URL内容获取失败,0,0,
"University of North Carolina, Chapel Hill",Ph.D,Mathematics,文理学院,https://gradschool.sites.unc.edu/mathematics/,https://math.unc.edu/graduates/ph-d-requirements/,https://catalog.unc.edu/graduate/schools-departments/mathematics/,"规则选择完成 (置信度: 245; 发现15个课程编号; 学科: math_stat, cs_data, bio_med)",3,245,MATH 676; MATH 677; MATH 653; MATH 656; MATH 681
"University of North Carolina, Chapel Hill",MS,Mathematics,文理学院,https://gradschool.sites.unc.edu/mathematics/,https://math.unc.edu/graduates/masters-requirements/,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGhMBNLtMuENTxI_OyxKKu_rTUszOHkx-rUAKIBr3jSTanngRr61iOYRRBiemEKSwY4Bwr-n6NLRr3D8fmWGqnFyiWxzte9VHqUu65MR89OYYxwkMoR8eJ5YCn3L-BnWnHhXwPsTOqdkooThmvIgy0sQAyxCBZOcqdEE3Oe,"规则选择完成 (置信度: 245; 发现15个课程编号; 学科: math_stat, cs_data, bio_med)",3,245,MATH 676; MATH 677; MATH 653; MATH 656; MATH 681
"University of North Carolina, Chapel Hill",MA,Mathematics,文理学院,https://gradschool.sites.unc.edu/mathematics/,https://math.unc.edu/graduates/masters-requirements/,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHXzc5rR7tPj8XRnp9ezJ4VQqB-SkzkBn0fOfhb3KsQnCmKGxmth1RsskjHV0Gwhc0l8dktlfk9mOrmUUiohkFq6oOoUMde16Z7P8mRVlcUyEzmosZmWAyp--gN6chzG_G4bHBii6HisFKoj_g_BIBobzXgRBExclaRLF60,单一URL验证通过 (置信度: 245),1,245,MATH 676; MATH 677; MATH 653; MATH 656; MATH 681
Georgetown University,PHD,PhD program in Applied Mathematics,文理研究生院,https://grad.georgetown.edu/mathematics-and-statistics/#admissions-requirements,https://mathstat.georgetown.edu/phd-program/,https://mathstat.georgetown.edu/phd-program/phd-degree-requirements/,单一URL验证通过 (置信度: 197),1,197,MATH 1350
Georgetown University,M.S.,Mathematics & Statistics ,文理研究生院,https://grad.georgetown.edu/mathematics-and-statistics/,https://mathstat.georgetown.edu/graduate/,,所有URL内容获取失败,0,0,
Georgetown University,M.S.,Mathematics & Statistics ,文理研究生院,https://grad.georgetown.edu/mathematics-and-statistics/,https://mathstat.georgetown.edu/graduate/,,所有URL内容获取失败,0,0,
Emory University,PhD,Mathematics,研究生院,https://math.emory.edu/graduate/admissions/,https://math.emory.edu/graduate/general-information/,,单一URL验证失败 (置信度: 10),1,0,
Emory University,MS,Mathematics,研究生院,https://math.emory.edu/graduate/admissions/,https://math.emory.edu/graduate/general-information/,,所有URL内容获取失败,0,0,
University of Virginia,PHD,MATHEMATICS,文理研究生院,https://graduate.as.virginia.edu/requirements,https://math.virginia.edu/graduate/,,所有URL内容获取失败,0,0,
Carnegie Mellon University,Ph.D.,Pure and Applied Logic,人文与社会科学学院,https://www.cmu.edu/dietrich/philosophy/graduate/graduate-application/index.html,https://www.cmu.edu/dietrich/philosophy/graduate/index.html,,单一URL验证失败 (置信度: 10),1,0,
Carnegie Mellon University,Ph.D.,"Doctor of Philosophy in Algorithms, Combinatorics, and Optimization (ACO)",科学学院,https://www.cmu.edu/math/grad/phd/admissions.html,https://www.cmu.edu/math/grad/phd/index.html,,无有效URL,0,0,
Carnegie Mellon University,Ph.D.,Doctor of Philosophy in Mathematical Sciences,科学学院,https://www.cmu.edu/math/grad/phd/admissions.html,https://www.cmu.edu/math/grad/phd/index.html,https://www.cmu.edu/math/grad/phd/requirements.html,规则选择完成 (置信度: 129),2,129,
Carnegie Mellon University,DAM,Doctor of Arts in Mathematical Sciences,科学学院,https://www.cmu.edu/math/grad/phd/admissions.html,https://www.cmu.edu/math/grad/phd/index.html,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGufI5L3POmfUZui8e-8Z-WCLknn7nR0quKjZ9hh-pj0qB1767w4ebyYs4BGavE_Q6N57LW_QgkzKQjk7dr8aP0rk-KKJPmv3h7-3QYq2C5Gb73eJiA-oZluCbuLF8T3jivKXGQpiRCSGUTXurbHw==,规则选择完成 (置信度: 129),2,129,
Washington University in St. Louis,MS,Systems Science & Mathematics,工程学院,https://engineering.wustl.edu/academics/graduate-admissions/application-checklist.html,https://ese.wustl.edu/academics/graduate-programs/masters-and-certificates/MS-in-Systems-Science-Mathematics.html,https://ese.wustl.edu/academics/graduate-programs/masters-and-certificates/MS-in-Systems-Science-Mathematics.html,单一URL验证通过 (置信度: 170),1,170,ESE 590; ESE 599; ESE 415; ESE 513; ESE 520
Washington University in St. Louis,MS,Systems Science & Mathematics,工程学院,https://engineering.wustl.edu/academics/graduate-admissions/application-checklist.html,https://ese.wustl.edu/academics/graduate-programs/masters-and-certificates/MS-in-Systems-Science-Mathematics.html,,所有URL内容获取失败,0,0,
Washington University in St. Louis,PHD,Project Management,工程学院,https://engineering.wustl.edu/academics/graduate-admissions/application-checklist.html,https://ese.wustl.edu/academics/graduate-programs/doctoral/PhD-in-Systems-Science-Mathematics.html,,所有URL内容获取失败,0,0,
Washington University in St. Louis,DSc,Project Management,工程学院,https://engineering.wustl.edu/academics/graduate-admissions/application-checklist.html,https://ese.wustl.edu/academics/graduate-programs/doctoral/DSc-in-Systems-Science-Mathematics.html,,无有效URL,0,0,
Washington University in St. Louis,PHD,Mathematics ,文理学院,https://math.wustl.edu/graduate-application-information,https://math.wustl.edu/graduate-degree-programs-requirements,,所有URL内容获取失败,0,0,
Washington University in St. Louis,MA,Mathematics ,文理学院,https://math.wustl.edu/graduate-application-information,https://math.wustl.edu/graduate-degree-programs-requirements,,所有URL内容获取失败,0,0,
University of Florida,MS,Mathematics,文理学院,https://math.ufl.edu/graduate-studies-in-mathematics/admission-to-the-mathematics-graduate-program/,https://math.ufl.edu/graduate-studies-in-mathematics/,,所有URL内容获取失败,0,0,
University of Florida,PHD,Mathematics,文理学院,https://math.ufl.edu/graduate-studies-in-mathematics/admission-to-the-mathematics-graduate-program/,https://math.ufl.edu/graduate-studies-in-mathematics/,,所有URL内容获取失败,0,0,
