排名,大学名称,大学英文名称,所在城市,专业中文名称,专业英文名称,所属院系,所属院系（英文）,所属院系网址,学位,专业领域,课程长度,申请费（美元),开学期,截止日期,GPA,托福,雅思,GRE,GMAT,学术背景,材料要求,招生网址,专业网址,更多项目信息,课程网址,面试,申请费减免,所属院系网址_1,推荐信,托福送分ETS code,项目标签（英文）,项目标签（中文）,职业项目,Gemini最终毕业要求
3,斯坦福大学,Stanford University,"Stanford, CA",生物医学数据科学,Biomedical Data Science,生物科学学院,School of Medicine,https://med.stanford.edu,MS,学术(研究)硕士，为博士后提供nlm资助的职位;其他机构也可以申请，但不能保证得到DBDS的资助。,,$125 ,秋季,12月3日,要求,100，低于109入学后需参加“English placement testing‘,不接受,不要求,不接受,,Statement of purpose；Letters of recommendation；Transcripts ；CV,https://dbds.stanford.edu/for-prospective-students/,https://dbds.stanford.edu/biomedical-data-science-graduate-program-overview/,"• Fully funded PhD program, emphasizing novel computational methods for advancing biology and medicine.
• Pioneering program (since 1982) with strong interdisciplinary ties to Computer Science and clinical departments.
• Comprehensive MS options: research-focused Academic MS and distance-learning Professional MS for working professionals.
• Core curriculum covers data acquisition, visualization, novel analytical methods, plus ethical and legal implications.
• Diverse research areas including healthcare informatics, AI/ML algorithms for real-world data, and medical image analysis.",https://explorecourses.stanford.edu/search?q=BIOMEDIN,不需要,not applicable,https://med.stanford.edu/,3 letters of recommendation,4704,"Biomedical Data Science, Interdisciplinary, Computer Science, Statistics, Biology And Medicine","生物医学数据科学, 跨学科, 计算机科学, 统计学, 生物学与医学",non-professional,A research project is required for the Academic (Research) MS degree.
6,宾夕法尼亚大学,University of Pennsylvania,"Philadelphia, PA",城市空间分析,Master of Urban Spatial Analytics,设计学院,Stuart Weitzman School of Design,https://www.design.upenn.edu,MUSA,,1年,$80 ,秋季,1月11日,建议3.3,100，小分不低于25,7.0，小分不低于7.0,不要求,不接受,,Personal Statement；Letters of Recommendation；Résumé；Transcripts；Digital Portfolio；Writing Sample；Research Statement,https://www.design.upenn.edu/graduate-admissions/how-apply,https://www.design.upenn.edu/musa/about,"• One-year Master's program: integrates GIS, spatial analysis, and data science for urban policy and planning.
• Interdisciplinary curriculum: jointly administered by Weitzman School of Design and Penn Institute for Urban Research.
• Hands-on experience: culminates in a required practicum or capstone project with real-world application.
• Strong career outcomes: graduates secure roles in public and private sectors, including data analyst and consultant.
• Comprehensive skill development: covers Python, R, GIS, and data visualization, with a summer bootcamp.",,需要,not applicable,https://www.design.upenn.edu,3 letters of recommendation,2984,"Urban Spatial Analytics, Data Science, Gis, Statistics, Interdisciplinary","城市空间分析, 数据科学, 地理信息系统, 统计学, 跨学科",professional,Practicum or capstone project required.
6,宾夕法尼亚大学,University of Pennsylvania,"Philadelphia, PA",社会政策和数据分析,Social Policy+Data Analytics for Social Policy Certificate,社会政策与实践学院,School of Social Policy & Practice,https://sp2.upenn.edu,MSSP + DA,,,$65 ,秋季,12 月 1 日；1月15日,要求,100,7.5,不要求,不要求,, writing sample；Personal Statement；APPLICATION ESSAY ；Resume/CV；Transcripts ；Letters of Recommendation,https://sp3.upenn.edu/how-to-apply-mssp/,https://sp2.upenn.edu/program/master-of-science-in-social-policy-data-analytics-for-social-policy-certificate/,"• STEM-designated program: Integrates social policy with data analytics for equity and justice.
• Practical experience: Mandates a 150-hour policy internship and Data for Equitable Justice Lab research.
• Technical proficiency: Comprehensive training in SAS, R, Python, Java, GIS, and machine learning.
• Interdisciplinary approach: Blends policy analysis, data analytics, and critical theory for social impact.",,不需要,,https://sp2.upenn.edu,3 letters of recommendation,需要额外确认,"Social Policy, Data Analytics, Interdisciplinary, Programming, Machine Learning","社会政策, 数据分析, 跨学科, 编程, 机器学习",professional,A capstone seminar and a minimum 150-hour policy internship are required.
9,布朗大学," 
Brown University","Providence, RI",社会数据分析硕士（Sc.M.）,Social Data Analytics,研究生院,Department of Sociology,https://www.brown.edu/academics/sociology/,MS,市场研究，项目评估，政策工作，社会科学的高级研究和财务分析,,$100 ,秋季,2 月 1 日,要求,105,8,要求,不接受,,Writing Sample;Personal Statement ;Transcripts;Letters of Recommendation ;Resume,https://graduateprograms.brown.edu/graduate-program/social-data-analytics-scm,https://www.brown.edu/academics/sociology/programs/masters-scm-program-social-data-analytics,"• STEM-designated Sc.M. program training in advanced data collection and analysis techniques.
• Specialized tracks in Qualitative, Spatial, and Demographic analysis for diverse career paths.
• Intensive research internship option with faculty-directed practicum applying skills to real-world data.
• Interdisciplinary faculty expertise from Sociology, Population Studies, and Spatial Structures in Social Sciences.",https://www.brown.edu/academics/sociology/programs/masters-scm-program-social-data-analytics/course-requirements,不需要,applicable,https://www.brown.edu/academics/sociology/,3 letters of recommendation,3094,"Social Science, Data Analytics, Statistics, Quantitative Methods, Interdisciplinary","社会科学, 数据分析, 统计学, 定量方法, 跨学科",professional,No additional graduation requirement.
12,哥伦比亚大学,Columbia University,"New York, NY",数据、学习和社会理学硕士 ,"Master of Science (M.S.) in Data, Learning, and Society",师范学院,Teachers College,https://www.tc.columbia.edu,M.A.,1） 向学生介绍统计和数据 科学基础知识；2） 对各种形式的学习研究有扎实的理解；3） 让学生考虑越来越多地使用学习数据的可能性和问题,,$75 ,秋季,1 月15 日；4 月 1 日,要求,100,7,不要求,不接受,,Statement of Purpose；Resume； Letters of Recommendation；Transcripts,https://www.tc.columbia.edu/human-development/data-learning-and-society/degrees--requirements/data-learning-and-society/,https://www.tc.columbia.edu/human-development/data-learning-and-society/degrees--requirements/data-learning-and-society/,"• Online data analytics program specifically focused on education and learning environments.
• Curriculum integrating data analysis, statistics, learning analytics, and human development.
• Emphasis on social justice and ethical data use to address educational inequities.
• Flexible 100% online format designed for working professionals and educators.",https://www.tc.columbia.edu/human-development/data-learning-and-society/degrees--requirements/data-learning-and-society/,不需要,applicable,https://www.tc.columbia.edu,2 letters of recommendation,需要额外确认,"Data Analytics, Education, Learning Analytics, Statistics, Interdisciplinary","数据分析, 教育学, 学习分析, 统计学, 跨学科",professional,A capstone project or research practicum is required.
12,哥伦比亚大学,Columbia University,"New York, NY",社会科学中的量化方法项目,Quantitative Methods in the Social Sciences,艺术与科学研究生院,Graduate School of Arts and Sciences,https://www.gsas.columbia.edu,MA,侧重于定量研究技术和策略。该项目融合了经济学、历史学、政治学、心理学、社会学和统计学六门社会科学学科的观点和研究方法。 ,,$120 ,秋季,1 月 16 日,要求,100,7.5,不要求,不接受,,Statement of Purpose；Resume； Letters of Recommendation；Transcripts,https://www.gsas.columbia.edu/content/quantitative-methods-social-sciences,https://qmss.columbia.edu/,"• Interdisciplinary curriculum spanning economics, history, political science, psychology, sociology, and statistics.
• Specialized focuses: Data Science, Economics, Experiments, and a flexible interdisciplinary study track.
• Rigorous quantitative research training, emphasizing communication of methods and findings.
• Career preparation for analytical/research roles, supported by an Innovation Lab and research assistantships.",,不需要,applicable,https://www.gsas.columbia.edu,3 letters of recommendation,2162,"Interdisciplinary, Quantitative Research, Social Sciences, Statistics, Data Science","跨学科, 定量研究, 社会科学, 统计学, 数据科学",non-professional,No additional graduation requirement.
12,康奈尔大学,Cornell University,"Ithaca, NY",生物统计学和数据科学,Biostatistics and Data Science,威尔康奈尔医学科学研究生院,Graduate School of Medical Sciences,https://gradschool.weill.cornell.edu,M.S.,,,$75 ,秋季,待定,要求,要求,要求,可选,可选,,Recommendations；Transcripts；Statements of Purpose；CV or Résumé,https://gradschool.weill.cornell.edu/programs/population-health-sciences,https://gradschool.weill.cornell.edu/programs/population-health-sciences,"• Top-tier training in biostatistics and data science analytics.
• Mentored research project for hands-on health services research experience.
• Diverse career preparation in healthcare, public health, and technology.
• International student eligibility for 24-month STEM OPT extension.",,不需要,applicable,https://gradschool.weill.cornell.edu,3 letters of recommendation,需要额外确认,"Biostatistics, Data Science, Health Informatics, Health Policy, Economics, Interdisciplinary","生物统计学, 数据科学, 健康信息学, 健康政策, 经济学, 跨学科",non-professional,Mentored research project required.
12,芝加哥大学,University of Chicago,"Chicago, IL",计算分析与公共政策硕士,MS in Computational Analysis and Public Policy,物理科学部,Harris School of Public Policy,https://harris.uchicago.edu,MSCAPP,该课程建立了计算机科学、统计学和公共政策分析的基础知识。然后，学生继续学习计量经济学、机器学习、大数据方法、数据可视化和应用程序开发等高级课程，同时学习如何在政策领域应用这些技能。,2年,$50 ,秋季,10月3日；12月5日；1月16日；6月12日,要求,90,7,要求,接受,,Resume；Short Essays；Motivation Statement；Transcripts；Three (3) Letters of Recommendation；Video Statement (International Applicants Only),https://harris.uchicago.edu/admissions/requirements-and-deadlines,https://capp.uchicago.edu/,,https://capp.uchicago.edu/curriculum,不需要,applicable,https://harris.uchicago.edu,3 letters of recommendation,1832,"Computational Analysis, Public Policy, Computer Science, Statistics, Interdisciplinary","计算分析, 公共政策, 计算机科学, 统计学, 跨学科",non-professional,A capstone project or thesis is often required.
12,芝加哥大学,University of Chicago,"Chicago, IL",环境科学硕士,MS in Environmental Science,物理科学部,Physical Sciences Division,https://physicalsciences.uchicago.edu,M.S. ,该计划的核心课程为广泛的环境学科所需的数据科学工具奠定了基础，并通过顶点项目来磨练您的技能。该计划的选修课允许您专攻气候科学、生物地球化学、生态学和环境政策等领域。,,$90 ,秋季,2月17日,要求,90,7,不要求,不要求,,Candidate statement；Resume/CV；Three recommendation letters；Transcripts,https://geosci.uchicago.edu/academics/ms-in-environmental-sciences/admissions/,https://geosci.uchicago.edu/academics/ms-in-environmental-sciences//,"• Environmental data science foundation for diverse disciplines.
• Capstone project applying data science to environmental challenges.
• Specialization options: climate science, ecology, environmental policy.
• Comprehensive career services and STEM OPT eligibility.
• Pathways to public policy, corporate sustainability, and green investing.",,不需要,applicable,https://physicalsciences.uchicago.edu,3 letters of recommendation,1832,"Environmental Science, Data Science, Interdisciplinary, Climate Science, Environmental Policy","环境科学, 数据科学, 跨学科, 气候科学, 环境政策",professional,Capstone project required
12,芝加哥大学,University of Chicago,"Chicago, IL",定量方法与社会分析,Quantitative Methods & Social Analysis,社会科学部,Division of the Social Sciences,https://socialsciences.uchicago.edu,MAPSS,,1年,$90 ,秋季,11 月 14 日；1月7日;5月1日,要求,小分不低于25,7（小分不低于7）,要求,不接受,,Official transcripts from all undergraduate institutions；Candidate Statement (1-6 pages)；Three letters of recommendation；A writing sample is strongly recommended,https://socialsciences.uchicago.edu/admissions/how-to-apply,https://mapss.uchicago.edu/programs-of-study,"• One-year Master of Arts degree, preparing for PhDs or diverse industry careers.
• Specialized, STEM-eligible Quantitative Methods and Social Analysis program.
• Thesis or capstone project with dedicated faculty preceptor guidance.
• Interdisciplinary engagement with UChicago faculty across departments.",https://mapss.uchicago.edu/mapss-qmsa,不需要,applicable,https://socialsciences.uchicago.edu,3 letters of recommendation,需要额外确认,"Social Sciences, Interdisciplinary, Quantitative Methods, Psychology, Stem-Eligible","社会科学, 跨学科, 定量方法, 心理学, STEM合格",non-professional,Thesis or capstone project required.
12,芝加哥大学,University of Chicago,"Chicago, IL",计算社会科学,Computational Social Science,社会科学部,Division of the Social Sciences,https://socialsciences.uchicago.edu/,MACSS,,2年,$90 ,秋季,11 月 14 日；1月7日;5月1日,要求,小分不低于25,7（小分不低于7）,不要求,不接受,,Official transcripts from all undergraduate institutions；Candidate Statement (1-3 pages)；Three letters of recommendation；A writing sample is strongly recommended,https://macss.uchicago.edu/apply/application-requirements,https://mapss.uchicago.edu/programs-of-study,,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQF_5fzxM1NCBDA0rRWlAP9G6-8ekadWpqZL-XWuhSq2NEZ4TFRfe6awv7YR9w4cBDKOe6Q8PT0vIJR7TdalqxSoLJpVhQ2Tfz9pQVnFOjjTHHGKbQo4eA_nkDel9_NU_juTlXO7lCh9SbiNMwp2hnw=,不需要,applicable,https://socialsciences.uchicago.edu/,3 letters of recommendation,1832,"Computational, Social Science, Economics, Interdisciplinary, Quantitative Methods, Social Science, Interdisciplinary, Quantitative Methods, Anthropology, Psychology","计算的, 社会科学, 经济学, 跨学科, 定量方法, 社会科学, 跨学科, 定量方法, 人类学, 心理学",non-professional,A master's thesis (academic or professional option) is required.
12,芝加哥大学,University of Chicago,"Chicago, IL",计算社会科学：经济学,Computational Social Science ：economics,社会科学部,Division of the Social Sciences,https://socialsciences.uchicago.edu,MACSS,,2年,$90 ,秋季,11 月 14 日；1月7日;5月1日,要求,小分不低于25,7（小分不低于7）,要求,不接受,学生必须事先接触过实数分析、计量经济学理论和多变量微积分、线性代数、概率和统计方面的高级课程。需要基于微积分的微观和宏观经济学的坚实基础。,Official transcripts from all undergraduate institutions；Candidate Statement (1-3 pages)；Three letters of recommendation；A writing sample is strongly recommended,https://macss.uchicago.edu/apply/application-requirements,https://mapss.uchicago.edu/programs-of-study,,https://macss.uchicago.edu/programs-of-study/macss-economics-curriculum,不需要,applicable,https://socialsciences.uchicago.edu,3 letters of recommendation,1832,"Computational Social Science, Economics, Quantitative, Computational Methods, Interdisciplinary, Social Sciences, Interdisciplinary, Quantitative Methods, Psychology, Political Science","计算社会科学, 经济学, 定量, 计算方法, 跨学科, 社会科学, 跨学科, 定量方法, 心理学, 政治学",non-professional,Research thesis required.
15,加州大学伯克利分校,"University of California, Berkeley","Berkeley, CA",计算社会科学硕士,Master of Computational Social Science (MaCSS),计算社会科学学院,Berkeley Graduate Division,https://grad.berkeley.edu,M.A.,该计划将为拥有社会科学本科学位的学生提供分析和解释社会数据（有关人，社区，组织及其互动的数据）的实践技能，为学生在商业，政府和非营利领域担任数据分析师做好准备。,,$155 ,秋季,12月2日,3,90,7,可选,不接受,鼓励具有社会科学学科本科学位（或同等学历）的申请人申请。这包括（但不限于）人类学、人口学、经济学、地理学、历史学、语言学、心理学、政治学和社会学等学科，以及跨学科的社会科学课程，如传播学、种族研究、性别和性研究、全球研究和政治经济学。,Personal Statement；Letters of Recommendation；Transcripts；Statement of personal history.；Resume or Curriculum Vitae,https://grad.berkeley.edu/program/master-of-computational-social-science-mcss/,https://macss.berkeley.edu/,"• 12-month professional master's program for social scientists.
• Advanced data analysis skillset for complex human behavior and social structures.
• Data-driven solutions for social issues like inequality, healthcare, and climate change.
• Comprehensive career development, including interviewing, networking, and resume workshops.
• Strong career prospects: graduates highly sought for data analyst roles in multiple sectors.",https://macss.berkeley.edu/curriculum,不需要,applicable,https://grad.berkeley.edu,2 letters of recommendation,4833,"Social Science, Data Science, Computational Methods, Interdisciplinary, Data Analysis","社会科学, 数据科学, 计算方法, 跨学科, 数据分析",professional,Capstone project and boot camp or pass waiver exams required.
17,莱斯大学,Rice University,"Houston, TX",应用化学科学：计算化学和数据科学,Applied Chemical Sciences ：Computational Chemistry and Data Science,自然科学学院,Wiess School of Natural Sciences,https://naturalsciences.rice.edu,PSM,环境可持续性，管理和政策以及定量决策,,$85 ,秋季,2月15日,3,90,7,推荐,不接受,,Recommendations；Transcripts；Statements of Purpose；CV or Résumé；,https://profms.rice.edu/application-deadlines,https://profms.rice.edu/programs/applied-chemical-sciences,"• Non-thesis Master's: Alternative route for an MS in chemistry without an extensive research project.
• Specialized curriculum: Focuses on Computational Chemistry & Data Science, Bioorganic Chemistry, and Petroleum Chemistry.
• Required internship: Provides essential practical work experience for industry readiness.
• Professional skill development: Integrates advanced science with business, ethics, and communication courses.
• Broad career opportunities: Prepares graduates for roles in chemical industries, government, and science/technology sectors.",,不需要,applicable,https://naturalsciences.rice.edu,3 letters of recommendation,6609,"Chemistry, Bioorganic Chemistry, Computational Chemistry, Data Science, Interdisciplinary","化学, 生物有机化学, 计算化学, 数据科学, 跨学科",professional,No additional graduation requirement.
17,莱斯大学,Rice University,"Houston, TX",应用化学科学：计算化学和数据科学,Applied Chemical Sciences ：Computational Chemistry and Data Science,自然科学学院,Wiess School of Natural Sciences,https://naturalsciences.rice.edu,PSM,帮助个人增加他们对空间工程，科学，计划管理和政策的了解。该计划包括高级工程，生物和物理科学课程，并向学生介绍影响空间商业化和国家政策的经济学，公共政策和管理学科。,,$85 ,春季,10月15日,3,90,7,推荐,不接受,,Recommendations；Transcripts；Statements of Purpose；CV or Résumé；,https://profms.rice.edu/application-deadlines,https://profms.rice.edu/programs/applied-chemical-sciences,,,不需要,applicable,https://naturalsciences.rice.edu,3 letters of recommendation,6609,"Chemistry, Interdisciplinary, Computational Chemistry, Data Science, Bioorganic Chemistry","化学, 跨学科, 计算化学, 数据科学, 生物有机化学",professional,No additional graduation requirement
